Brand,Address,City,State,Postal Code,Date,Time
Sonic Drive-In,500a Main Street ,Hooks,TX, 75561,2019-02-21,19:33:58
Sonic Drive-In,1054 Uvalde Rd ,Houston,TX, 77015,2019-02-21,19:34:16
Sonic Drive-In,1100 Blalock ,Houston,TX, 77055,2019-02-21,19:34:16
Sonic Drive-In,1101 Dairy Ashford Street ,Houston,TX, 77079,2019-02-21,19:34:16
Sonic Drive-In,11110 Scarsdale Blvd. ,Houston,TX, 77089,2019-02-21,19:34:16
Sonic Drive-In,11250 Westheimer Rd ,Houston,TX, 77042,2019-02-21,19:34:16
Sonic Drive-In,11350 Space Center Blvd ,Houston,TX, 77059,2019-02-21,19:33:50
Sonic Drive-In,11390 Monroe Road ,Houston,TX, 77075,2019-02-21,19:34:16
Sonic Drive-In,11902 Bissonnet Street ,Houston,TX, 77099,2019-02-21,19:34:16
Sonic Drive-In,1201 W. Sam Houston Parkway No ,Houston,TX, 77043,2019-02-21,19:34:16
Sonic Drive-In,1208 Federal Road ,Houston,TX, 77015,2019-02-21,19:34:16
Sonic Drive-In,12419 Kuykendahl Rd ,Houston,TX, 77090,2019-02-21,19:34:16
Sonic Drive-In,12620 Jones Road ,Houston,TX, 77070,2019-02-21,19:34:16
Sonic Drive-In,12710 Tomball Pkwy ,Houston,TX, 77086,2019-02-21,19:34:16
Sonic Drive-In,12901 Fm 1960 West ,Houston,TX, 77065,2019-02-21,19:34:16
Sonic Drive-In,13028 Veterans Memorial Hwy ,Houston,TX, 77014,2019-02-21,19:34:16
Sonic Drive-In,13280 Almeda Road ,Houston,TX, 77045,2019-02-21,19:34:16
Sonic Drive-In,13310 West Little York ,Houston,TX, 77041,2019-02-21,19:34:16
Sonic Drive-In,13535 Post Oak Road ,Houston,TX, 77045,2019-02-21,19:34:16
Sonic Drive-In,1437 Fm 1960 Road West ,Houston,TX, 77090,2019-02-21,19:34:16
Sonic Drive-In,"14650 Crosby Freeway, Ste A ",Houston,TX, 77049,2019-02-21,19:33:55
Sonic Drive-In,1511 Wirt Road ,Houston,TX, 77055,2019-02-21,19:34:16
Sonic Drive-In,15917-c S Post Oak ,Houston,TX, 77053,2019-02-21,19:34:16
Sonic Drive-In,19625 Tomball Pkwy ,Houston,TX, 77070,2019-02-21,19:34:16
Sonic Drive-In,2010 Aldine Bender Road ,Houston,TX, 77032,2019-02-21,19:34:16
Sonic Drive-In,2720 Washington Ave ,Houston,TX, 77007,2019-02-21,19:34:16
Sonic Drive-In,2812 Eldridge Pkwy ,Houston,TX, 77077,2019-02-21,19:34:16
Sonic Drive-In,3000 N Durham Drive ,Houston,TX, 77018,2019-02-21,19:34:16
Sonic Drive-In,3626 Old Spanish Trail ,Houston,TX, 77021,2019-02-21,19:34:16
Sonic Drive-In,3711 Little York Rd ,Houston,TX, 77093,2019-02-21,19:34:16
Sonic Drive-In,4020 S. Sam Houston Pkwy East ,Houston,TX, 77047,2019-02-21,19:34:16
Sonic Drive-In,4355 E Sam Houston Parkway N ,Houston,TX, 77015,2019-02-21,19:34:15
Sonic Drive-In,4395 W. Sam Houston Parkway N ,Houston,TX, 77043,2019-02-21,19:34:16
Sonic Drive-In,5195 W 34th St ,Houston,TX, 77092,2019-02-21,19:34:16
Sonic Drive-In,5902 Hillcroft St ,Houston,TX, 77036,2019-02-21,19:34:16
Sonic Drive-In,6245 Barker-cypress Road ,Houston,TX, 77084,2019-02-21,19:34:16
Sonic Drive-In,7002 Gulf Freeway ,Houston,TX, 77087,2019-02-21,19:34:16
Sonic Drive-In,710 Fm 1960 East ,Houston,TX, 77073,2019-02-21,19:34:16
Sonic Drive-In,"711 Louisiana Street, Ste #100 ",Houston,TX, 77002,2019-02-21,19:34:16
Sonic Drive-In,7470 Bellfort Street ,Houston,TX, 77087,2019-02-21,19:34:16
Sonic Drive-In,7500 W. Tidwell ,Houston,TX, 77040,2019-02-21,19:34:16
Sonic Drive-In,7650 Highway 6 N. ,Houston,TX, 77095,2019-02-21,19:34:16
Sonic Drive-In,8404 Westheimer Road ,Houston,TX, 77063,2019-02-21,19:34:16
Sonic Drive-In,8405 N. Houston Rosslyn Road ,Houston,TX, 77088,2019-02-21,19:34:16
Sonic Drive-In,85 E. Crosstimbers ,Houston,TX, 77022,2019-02-21,19:34:16
Sonic Drive-In,8504 Main Street ,Houston,TX, 77025,2019-02-21,19:34:16
Sonic Drive-In,9221 West Road ,Houston,TX, 77064,2019-02-21,19:34:16
Sonic Drive-In,9403 North Freeway ,Houston,TX, 77037,2019-02-21,19:34:16
Sonic Drive-In,9703 Jones Road ,Houston,TX, 77065,2019-02-21,19:34:16
Sonic Drive-In,9931 Almeda-genoa Rd ,Houston,TX, 77075,2019-02-21,19:34:16
Sonic Drive-In,105 N. Collins Freeway ,Howe,TX, 75459,2019-02-21,19:33:32
Sonic Drive-In,101 Northeast 4th Street ,Hubbard,TX, 76648,2019-02-21,19:34:17
Sonic Drive-In,11109 Fm 1960 East ,Huffman,TX, 77336,2019-02-21,19:33:33
Sonic Drive-In,1006 E. First Street ,Hughes Springs,TX, 75656,2019-02-21,19:33:56
Sonic Drive-In,1524 First Street ,Humble,TX, 77338,2019-02-21,19:33:33
Sonic Drive-In,3219 Fm 1960 ,Humble,TX, 77338,2019-02-21,19:34:17
Sonic Drive-In,3806 Atascocita Road ,Humble,TX, 77396,2019-02-21,19:33:33
Sonic Drive-In,4810 Wilson Road ,Humble,TX, 77396,2019-02-21,19:34:17
Sonic Drive-In,7102 Will Clayton Parkway ,Humble,TX, 77338,2019-02-21,19:34:17
Sonic Drive-In,7820 Fm 1960 Bypass W ,Humble,TX, 77338,2019-02-21,19:34:17
Sonic Drive-In,407 Highway 69 North ,Huntington,TX, 75949,2019-02-21,19:33:59
Sonic Drive-In,2518 Sam Houston ,Huntsville,TX, 77340,2019-02-21,19:34:17
Sonic Drive-In,2705 11th Street ,Huntsville,TX, 77340,2019-02-21,19:34:17
Sonic Drive-In,1308 Precinct Line ,Hurst,TX, 76053,2019-02-21,19:34:18
